GEO_ID,NAME,NAICS2022,NAICS2022_LABEL,SEX,SEX_LABEL,ETH_GROUP,ETH_GROUP_LABEL,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP,VET_GROUP_LABEL,QDESC,QDESC_LABEL,BUSCHAR,BUSCHAR_LABEL,YEAR,FIRMPDEMP,FIRMPDEMP_PCT,RCPPDEMP,RCPPDEMP_PCT,EMP,EMP_PCT,PAYANN,PAYANN_PCT,FIRMPDEMP_S,FIRMPDEMP_PCT_S,RCPPDEMP_S,RCPPDEMP_PCT_S,EMP_S,EMP_PCT_S,PAYANN_S,PAYANN_PCT_S
Geographic identifier code,Geographic Area Name,2022 NAICS code,Meaning of NAICS code,Sex code,Meaning of Sex code,Ethnicity code,Meaning of Ethnicity code,Race code,Meaning of Race code,Veteran code,Meaning of Veteran code,Question description code,Meaning of Question description code,Business characteristic code,Meaning of Business characteristic code,Year,Number of employer firms,Percent of employer firms (%),"Sales, value of shipments, or revenue of employer firms ($1,000)","Percent of sales, value of shipments, or revenue of employer firms (%)",Number of employees,Percent of employees (%),"Annual payroll ($1,000)",Percent of annual payroll (%),Relative standard error of employer firms (%),Standard error of percent of employer firms (%),"Relative standard error of sales, value of shipments, or revenue of employer firms (%)","Standard error of percent of sales, value of shipments, or revenue of employer firms (%)",Relative standard error of number of employees (%),Standard error of percent of employees (%),Relative standard error of annual payroll (%),Standard error of percent of annual payroll (%)
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B20,WORKERS,A1,All firms,2022,12015,X,81131470,X,210385,X,14022755,X,5.1,X,5.7,X,2.7,X,2.2,X
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B20,WORKERS,JT,Full-time paid employees,2022,4642,81.8,50364461,96.8,98621,95,7241836,96.7,4.6,5.9,3.7,5.1,2.3,19.5,1.7,15.8
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B20,WORKERS,JU,Part-time paid employees,2022,2475,43.6,38199504,73.4,81016,78,5870869,78.4,7.5,12.7,5,65.5,2.3,50.3,2,64.3
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B20,WORKERS,JV,Paid day laborers,2022,60,1.1,6369701,12.2,4272,4.1,420171,5.6,37.2,0.6,4.5,26.6,2.4,8.4,3.5,11.6
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B20,WORKERS,JW,Temporary staffing obtained from a temporary help service,2022,438,7.7,16547964,31.8,33386,32.1,2528299,33.8,9,7.6,4,34.7,3.2,42.3,2.1,45.3
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B20,WORKERS,JX,Leased employees from leasing service or professional employer organization,2022,67,1.2,5748068,11.1,6592,6.3,467397,6.2,6.1,0.7,4.6,7.2,2.4,4.1,2.3,4
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B20,WORKERS,JY,"Contractors, subcontractors, independent contractors, or outside consultants",2022,2219,39.1,28873699,55.5,64571,62.2,4742305,63.3,5.5,8.9,5.7,8.4,2.1,43.6,2.3,37.3
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B20,WORKERS,JY01,None of the above,2022,149,2.6,1300578,2.5,3196,3.1,169192,2.3,30.4,0.9,15.7,1.9,52.8,11.9,45.6,10.7
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B20,WORKERS,JZ,Total reporting,2022,5678,100,52007731,100,103866,100,7491107,100,3.8,0,3.6,0,2.2,0,1.6,0
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B20,WORKERS,KA,Item not reported,2022,6,X,545563,X,507,X,37422,X,34.8,X,7.3,X,7.8,X,6.6,X
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B27,CEASEOPS,A1,All firms,2022,12015,X,81131470,X,210385,X,14022755,X,5.1,X,5.7,X,2.7,X,2.2,X
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B27,CEASEOPS,LI,Business is currently operating,2022,5473,96.3,50782156,96.7,101431,97.3,7345202,97.6,3.8,0.9,3.7,3,2.3,11.4,1.6,8.1
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B27,CEASEOPS,LI00,Business operations have ceased,2022,210,3.7,1746707,3.3,2834,2.7,178141,2.4,12.4,1,6.7,3.1,41.5,11.9,26.9,8.5
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B27,CEASEOPS,LS,Total reporting,2022,5683,100,52528863,100,104266,100,7523343,100,3.8,0,3.6,0,2.2,0,1.6,0
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B27,CEASEOPS,LT,Operating status not reported,2022,S,S,S,S,100 to 249 employees,S,S,S,S,S,S,S,S,S,S,S
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B28,WORKHOME,A1,All firms,2022,12015,X,81131470,X,210385,X,14022755,X,5.1,X,5.7,X,2.7,X,2.2,X
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B28,WORKHOME,EWA,Business had employees who worked from home,2022,3469,61.1,46441497,88.8,83487,80.2,6445326,85.9,3.7,8.9,4.2,55.5,2.1,74.9,1.8,67.5
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B28,WORKHOME,EWN,Business did not have employees who worked from home,2022,2211,38.9,5853466,11.2,20656,19.8,1060282,14.1,5.8,9.6,11.9,60,10.3,80.9,8,72.9
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B28,WORKHOME,EWTR,Total reporting,2022,5681,100,52294962,100,104143,100,7505608,100,3.8,0,3.6,0,2.2,0,1.6,0
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B28,WORKHOME,EWXX,Item not reported,2022,3,X,258332,X,230,X,22921,X,45.1,X,8.3,X,9.5,X,7.1,X
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B29,PERWHOME,A1,All firms,2022,12015,X,81131470,X,210385,X,14022755,X,5.1,X,5.7,X,2.7,X,2.2,X
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B29,PERWHOME,EPA0,0 Percent of employees never worked from home,2022,250,7.2,6430225,14,8806,10.7,577947,9.2,15.6,1.6,4.7,21.2,3.5,13.4,3.4,7.1
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B29,PERWHOME,EPA1,1-25 Percent of employees never worked from home,2022,167,4.8,4097442,9,10325,12.6,900562,14.3,15.1,4.3,7.7,3.6,4.5,12.3,4.6,10.7
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B29,PERWHOME,EPA2,26-50 Percent of employees never worked from home,2022,160,4.6,9824716,21.5,7290,8.9,918824,14.6,13.6,2.3,3.5,36.9,3.2,9.4,2.2,20.2
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B29,PERWHOME,EPA3,51-75 Percent of employees never worked from home,2022,144,4.2,8776296,19.2,9916,12.1,937312,14.9,16.2,2.4,4.1,33.7,4.9,16.5,4.5,20.7
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B29,PERWHOME,EPA4,76-100 Percent of employees never worked from home,2022,496,14.4,7560824,16.5,25241,30.8,1290398,20.5,11.4,8.8,23,49.4,5.4,7.6,4.5,4.6
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B29,PERWHOME,EPB0,0 Percent of employees worked from home less than one day per week,2022,365,10.6,8311748,18.2,15536,18.9,988919,15.7,10.9,2.1,4.2,23.5,5.8,6.3,4,7.7
E600000US0401365000,"Scottsdale city, Arizona",00,Total for all sectors,001,Total,001,Total,00,Total,001,Total,B29,PERWHOME,EPB1,1-25 Percent of employees worked from home less than one day per week,2022,312,9,17185486,37.5,21151,25.8,2106036,33.4,12.3,5.9,3.1,56,2.9,28.9,2.5,40.8
